Year,CNTY,Crop_Code,CSBACRES,Source_Window,Crop_Name
2014,Suffolk,48,56.997826528761394,2008-2015,Other (48)
2015,Monroe,48,4.03207793943655,2008-2015,Other (48)
2022,Orleans,48,19.3867650479836,2017-2024,Other (48)
2024,Erie,48,4.02800628519866,2017-2024,Other (48)
