Date,tavg,pcp,county
201908,62.8,4.35,Essex
201909,55.7,3.53,Essex
201910,45.8,7.56,Essex
201911,27.7,5.6,Essex
201912,22,3.27,Essex
202001,22.3,3.73,Essex
202002,20.7,3.62,Essex
202003,31.4,3.02,Essex
202004,37.2,3.52,Essex
202005,51.2,2.43,Essex
202006,61.3,2.64,Essex
202007,69.4,3.71,Essex
202008,64.5,6.37,Essex
202009,55.4,2.68,Essex
202010,44.6,3.53,Essex
202011,36.1,2.67,Essex
202012,25.4,4.48,Essex
202101,18.6,2.28,Essex
202102,16.8,2.41,Essex
202103,29.2,1.9,Essex
202104,42.1,4.58,Essex
202105,51.6,1.99,Essex
202106,64.3,2.85,Essex
202107,63.3,7.88,Essex
202108,67.3,5.19,Essex
202109,57.9,3.7,Essex
202110,50.3,5.46,Essex
202111,32.6,3.47,Essex
202112,26.6,3.26,Essex
202201,8.9,1.76,Essex
202202,17.8,4.7,Essex
202203,28.5,3.06,Essex
202204,39.7,5.47,Essex
202205,55.2,2.82,Essex
202206,60.1,4.21,Essex
202207,65.7,3.77,Essex
202208,66.6,4.24,Essex
202209,56.5,4.73,Essex
202210,45.7,2.78,Essex
202211,37,3.93,Essex
202212,25.7,5.89,Essex
202301,25.2,4.47,Essex
202302,20.5,2.39,Essex
202303,27.7,3.97,Essex
202304,43.2,3.94,Essex
202305,51,3.29,Essex
202306,60.2,4.03,Essex
202307,67.9,9.64,Essex
202308,62.4,6.85,Essex
202309,58.8,2.53,Essex
202310,49.9,6.39,Essex
202311,30.7,2.83,Essex
202312,29.6,6.86,Essex
202401,21.8,4.95,Essex
202402,25.4,0.94,Essex
202403,32.8,4.32,Essex
202404,40.9,4.27,Essex
202405,56.7,3.25,Essex
202406,62.6,5.21,Essex
202407,68.4,5.49,Essex
202408,64.1,4.93,Essex
202409,59,2.23,Essex
202410,46.7,2.42,Essex
202411,37.6,3.25,Essex
202412,21.9,3.25,Essex
202501,15.6,1.7,Essex
202502,16.3,4.02,Essex
202503,31.9,3.7,Essex
202504,40.2,3.4,Essex
202505,52.1,5.31,Essex
202506,62.8,2.88,Essex
202507,68.3,3.97,Essex
202508,62.9,2.04,Essex
202509,57.6,3.01,Essex
202510,46.8,4.3,Essex
202511,31.7,4.06,Essex
202512,17.5,3.89,Essex
201601,18.7,1.21,Franklin
201602,20.4,4.82,Franklin
201603,32,3.17,Franklin
201604,36.8,3.02,Franklin
201605,54.2,2.06,Franklin
201606,61.1,3.84,Franklin
201607,66.9,3.29,Franklin
201608,68,3.85,Franklin
201609,59.6,2.41,Franklin
201610,46.9,6.02,Franklin
201611,36.6,2.74,Franklin
201612,23,3.01,Franklin
201701,23.2,2.74,Franklin
201702,25,3.06,Franklin
201703,21.8,3.25,Franklin
201704,44.7,4,Franklin
201705,51.4,6.14,Franklin
201706,61.2,7.14,Franklin
201707,64.8,5.05,Franklin
201708,63.2,4.16,Franklin
201709,59.8,1.96,Franklin
201710,52.6,5.33,Franklin
201711,30.9,3.21,Franklin
201712,15.6,2.5,Franklin
201801,14,3.6,Franklin
201802,25,2.59,Franklin
201803,26.1,2.6,Franklin
201804,34.4,4.65,Franklin
201805,56.1,2.74,Franklin
201806,60.2,4.15,Franklin
201807,69.6,2.78,Franklin
201808,67.6,3.25,Franklin
201809,59.8,4.07,Franklin
201810,42.8,4.17,Franklin
201811,28.3,5.07,Franklin
201812,21.6,3,Franklin
201901,12.3,4.17,Franklin
201902,17.9,2.59,Franklin
201903,24.7,2.07,Franklin
201904,39.8,3.96,Franklin
201905,50,5.56,Franklin
201906,60.4,4.03,Franklin
201907,68.9,2.79,Franklin
201908,63.4,3.74,Franklin
201909,56.2,4.19,Franklin
201910,46.6,7.77,Franklin
201911,27.3,3.83,Franklin
201912,22.6,2.43,Franklin
202001,22.2,3.89,Franklin
202002,20.4,2.82,Franklin
202003,32.5,2.89,Franklin
202004,38,2.16,Franklin
202005,52.1,1.78,Franklin
202006,62.8,2.98,Franklin
202007,70.7,3.58,Franklin
202008,65,5.31,Franklin
202009,56,2.45,Franklin
202010,45,4.6,Franklin
202011,38.2,2.01,Franklin
202012,26,2.63,Franklin
202101,18.2,2.06,Franklin
202102,16.4,2.36,Franklin
202103,30.2,1.94,Franklin
202104,43.4,3.49,Franklin
202105,52.8,1.52,Franklin
202106,65.3,3.66,Franklin
202107,63.9,5.43,Franklin
202108,68.5,4.13,Franklin
202109,58.1,4.09,Franklin
202110,50.9,5.74,Franklin
202111,33.4,2.98,Franklin
202112,26.6,2.53,Franklin
202201,7.7,1.49,Franklin
202202,17.6,3.99,Franklin
202203,29.1,3.59,Franklin
202204,40.6,4.41,Franklin
202205,56.5,4.2,Franklin
202206,61.4,6.25,Franklin
202207,66.6,4.06,Franklin
202208,66.9,4.04,Franklin
202209,57.1,4.61,Franklin
202210,46.9,2.12,Franklin
202211,37.3,3.94,Franklin
202212,26.7,4.33,Franklin
202301,24,4.78,Franklin
202302,20.6,2.21,Franklin
202303,28.2,2.68,Franklin
202304,44.3,4.08,Franklin
202305,51.9,2.82,Franklin
202306,61.3,4.4,Franklin
202307,68.2,8.32,Franklin
202308,63.2,6.48,Franklin
202309,59.6,1.7,Franklin
202310,50.6,5.96,Franklin
202311,31.7,2.46,Franklin
202312,29.8,5.6,Franklin
202401,21.9,3.39,Franklin
202402,26.2,0.9,Franklin
202403,33.8,3.12,Franklin
202404,42.8,4.4,Franklin
202405,57.7,3.7,Franklin
202406,63.6,5.36,Franklin
202407,68.8,6.59,Franklin
202408,65.3,7.02,Franklin
202409,60.2,1.87,Franklin
202410,47.5,2.41,Franklin
202411,38.1,3.05,Franklin
202412,22.4,3.08,Franklin
202501,14.6,1.91,Franklin
202502,15.8,3.54,Franklin
202503,32,2.83,Franklin
202504,41.1,3.41,Franklin
202505,53.2,4.18,Franklin
202506,64.1,2.96,Franklin
202507,68.9,3.53,Franklin
202508,63.9,2.14,Franklin
202509,58.6,2.79,Franklin
202510,47.6,4.27,Franklin
202511,30.9,4.41,Franklin
202512,17.1,3.48,Franklin
201601,22.8,1.54,Fulton
201602,25.8,4.88,Fulton
201603,36.6,2.08,Fulton
201604,41.3,3.21,Fulton
201605,55,3.61,Fulton
201606,63.3,3.38,Fulton
201607,69.7,4.32,Fulton
201608,69,6.16,Fulton
201609,62,2.08,Fulton
201610,49.4,3.95,Fulton
201611,39.2,3.08,Fulton
201612,25.6,3.39,Fulton
201701,25.9,4.08,Fulton
201702,28.6,4.33,Fulton
201703,26.1,3.44,Fulton
201704,47.8,5.09,Fulton
201705,53,6.74,Fulton
201706,62.8,6.31,Fulton
201707,66.9,6.03,Fulton
201708,64.9,2.71,Fulton
201709,61.8,2.46,Fulton
201710,53.9,4.76,Fulton
201711,35,1.79,Fulton
201712,20.9,2.85,Fulton
201801,17.9,3.94,Fulton
201802,27.1,4.05,Fulton
201803,29.2,3.44,Fulton
201804,36.4,4.43,Fulton
201805,59.4,2.69,Fulton
201806,62.4,3.69,Fulton
201807,70.9,4.43,Fulton
201808,69.8,7.22,Fulton
201809,62.7,5.83,Fulton
201810,46,5.16,Fulton
201811,32,7.01,Fulton
201812,26.6,3.6,Fulton
201901,17.6,5.79,Fulton
201902,22.4,3.65,Fulton
201903,28.4,1.67,Fulton
201904,44,6.01,Fulton
201905,53.6,6.46,Fulton
201906,62.2,4.74,Fulton
201907,70,4.79,Fulton
201908,66.1,5.14,Fulton
201909,58.5,2.41,Fulton
201910,48.9,8.42,Fulton
201911,31.8,4.35,Fulton
201912,24.7,4.7,Fulton
202001,26,2.64,Fulton
202002,25.3,3.48,Fulton
202003,35.6,3.23,Fulton
202004,40.8,3.81,Fulton
202005,54.1,2.89,Fulton
202006,64.9,2.33,Fulton
202007,71.8,4.64,Fulton
202008,67.7,5.67,Fulton
202009,58.7,3.28,Fulton
202010,48,3.84,Fulton
202011,39.9,2.7,Fulton
202012,28.8,4.47,Fulton
202101,22.3,2.49,Fulton
202102,21.1,2.59,Fulton
202103,32.7,1.48,Fulton
202104,45,4.2,Fulton
202105,54.7,3.25,Fulton
202106,66,4.93,Fulton
202107,66.7,9.83,Fulton
202108,69.3,5.14,Fulton
202109,61,6.19,Fulton
202110,53.2,7.93,Fulton
202111,35.3,3.02,Fulton
202112,30.9,3.54,Fulton
202201,14.7,1.91,Fulton
202202,22.7,4.54,Fulton
202203,31.6,3.73,Fulton
202204,43,6.43,Fulton
202205,58.4,2.77,Fulton
202206,63,4.18,Fulton
202207,69,3.96,Fulton
202208,69.6,3.84,Fulton
202209,59.4,5.75,Fulton
202210,48.4,2.74,Fulton
202211,40.1,3.37,Fulton
202212,27.8,5.5,Fulton
202301,29.2,4.82,Fulton
202302,26.2,2.66,Fulton
202303,31.5,3.62,Fulton
202304,47.4,4.8,Fulton
202305,53.8,2.42,Fulton
202306,62.4,4.05,Fulton
202307,70.2,7.55,Fulton
202308,64.8,6.2,Fulton
202309,61.4,2.68,Fulton
202310,52.3,4.78,Fulton
202311,34.6,3.11,Fulton
202312,32.8,6.86,Fulton
202401,24.8,5.8,Fulton
202402,28.2,1.26,Fulton
202403,35.5,5.81,Fulton
202404,44.4,4.11,Fulton
202405,59.6,4.17,Fulton
202406,66.2,5.3,Fulton
202407,71,4.26,Fulton
202408,66.3,7.35,Fulton
202409,61.2,2.17,Fulton
202410,49.7,1.89,Fulton
202411,40.4,4.05,Fulton
202412,25,4.41,Fulton
202501,19.6,1.88,Fulton
202502,21.4,4.03,Fulton
202503,35.9,3.14,Fulton
202504,44.5,4.3,Fulton
202505,54.8,7.59,Fulton
202506,65.5,4.94,Fulton
202507,71.5,3.08,Fulton
202508,65.8,1.8,Fulton
202509,60.6,3.99,Fulton
202510,49.2,5.02,Fulton
202511,35.5,3.72,Fulton
202512,21.4,3.84,Fulton
201601,26,1.1,Genesee
201602,28.8,3.3,Genesee
201603,39.3,1.95,Genesee
201604,41.8,1.67,Genesee
201605,57,1.63,Genesee
201606,66.1,1.29,Genesee
201607,72.7,1.78,Genesee
201608,73.8,4.45,Genesee
201609,65.7,2.7,Genesee
201610,53.2,4.95,Genesee
201611,43.4,2.06,Genesee
201612,29.9,2.95,Genesee
201701,29.3,2.7,Genesee
201702,33.7,2.42,Genesee
201703,32.1,3.08,Genesee
201704,50.3,5.61,Genesee
201705,55,5.81,Genesee
201706,66.5,3.6,Genesee
201707,69.8,5.84,Genesee
201708,67.3,3.8,Genesee
201709,64,2.17,Genesee
201710,56.5,5.67,Genesee
201711,38.2,4.4,Genesee
201712,25,2.39,Genesee
201801,20.6,2.22,Genesee
201802,30.5,2.37,Genesee
201803,29.7,2.43,Genesee
201804,37.9,3.51,Genesee
201805,62.6,2.21,Genesee
201806,65.3,2.86,Genesee
201807,72.8,2.96,Genesee
201808,71.3,4.6,Genesee
201809,65.3,3.22,Genesee
201810,49.1,4.62,Genesee
201811,34.2,4.38,Genesee
201812,31.3,2.06,Genesee
201901,20.6,3.28,Genesee
201902,25,2.4,Genesee
201903,30.3,1.68,Genesee
201904,44.6,3.07,Genesee
201905,54.5,3.79,Genesee
201906,64,4.15,Genesee
201907,72,2.4,Genesee
201908,68,3.98,Genesee
201909,62.6,4.05,Genesee
201910,51.6,4.87,Genesee
201911,33.7,2.89,Genesee
201912,30.4,4.14,Genesee
202001,29.5,2.39,Genesee
202002,26.8,3.08,Genesee
202003,39.2,2.43,Genesee
202004,41.3,3.28,Genesee
202005,54.8,2.96,Genesee
202006,66.8,2.49,Genesee
202007,74.3,5.64,Genesee
202008,69.6,3.28,Genesee
202009,61.2,2.24,Genesee
202010,49.9,3.66,Genesee
202011,44.8,2.24,Genesee
202012,31.3,2.81,Genesee
202101,26.9,1.76,Genesee
202102,20.9,1.9,Genesee
202103,37.9,1.08,Genesee
202104,46.7,3.42,Genesee
202105,55.4,1.79,Genesee
202106,69.2,2.23,Genesee
202107,68.6,8.32,Genesee
202108,72,3.34,Genesee
202109,63.3,4.59,Genesee
202110,56.3,6.35,Genesee
202111,39.2,1.77,Genesee
202112,35.5,2.08,Genesee
202201,18.1,2.69,Genesee
202202,24.8,3.71,Genesee
202203,35.7,1.8,Genesee
202204,44.5,2.68,Genesee
202205,59.2,2.28,Genesee
202206,66.2,2.53,Genesee
202207,70.7,2.89,Genesee
202208,70,3.61,Genesee
202209,61.6,3.72,Genesee
202210,49.8,1.95,Genesee
202211,42.3,4.09,Genesee
202212,30.2,2.45,Genesee
202301,31.1,3.77,Genesee
202302,30.6,2.52,Genesee
202303,33.3,2.92,Genesee
202304,48.9,4,Genesee
202305,54.5,1.46,Genesee
202306,64,1.92,Genesee
202307,70.9,5.53,Genesee
202308,66.4,2.64,Genesee
202309,62.2,1.74,Genesee
202310,53.5,2.69,Genesee
202311,38,2.07,Genesee
202312,37.4,3.24,Genesee
202401,27.3,4.23,Genesee
202402,32.6,0.65,Genesee
202403,39,2.16,Genesee
202404,47,4.88,Genesee
202405,61.2,3.16,Genesee
202406,67.7,3.94,Genesee
202407,70.8,4.1,Genesee
202408,68.1,3.67,Genesee
202409,63.8,3.14,Genesee
202410,51.9,2.35,Genesee
202411,43,2.75,Genesee
202412,29.6,2.62,Genesee
202501,21,1.31,Genesee
202502,23.4,2.63,Genesee
202503,38.7,1.77,Genesee
202504,46.3,3.28,Genesee
202505,54.8,4.87,Genesee
202506,67.8,3.17,Genesee
202507,73.1,1.64,Genesee
202508,67.3,2.22,Genesee
202509,62.6,0.77,Genesee
202510,51.4,4.28,Genesee
202511,37.7,3.13,Genesee
202512,25.5,3.07,Genesee
201601,24.4,1.9,Greene
201602,28.8,5.15,Greene
201603,39.4,1.31,Greene
201604,43,2.42,Greene
201605,55.4,2.74,Greene
201606,63.5,2.76,Greene
201607,69.8,4.35,Greene
201608,69.5,3.51,Greene
201609,62.8,2.13,Greene
201610,50.2,3.37,Greene
201611,39.6,2.67,Greene
201612,28.1,2.85,Greene
201701,28.6,3.61,Greene
201702,30.9,2.81,Greene
201703,29.4,3.51,Greene
201704,49.6,4.79,Greene
201705,53.8,6.51,Greene
201706,63.2,4.43,Greene
201707,67.4,3.36,Greene
201708,64.5,4.36,Greene
201709,62.2,1.89,Greene
201710,54.4,5.95,Greene
201711,37.1,0.96,Greene
201712,23.8,1.84,Greene
201801,19.8,2.76,Greene
201802,31.1,3.08,Greene
201803,30.3,3.59,Greene
201804,38.8,3.3,Greene
201805,59.2,2.81,Greene
201806,62.5,2.88,Greene
201807,70.5,5.63,Greene
201808,69.9,8.74,Greene
201809,63,6.44,Greene
201810,47.8,3.76,Greene
201811,34.1,6.76,Greene
201812,28.7,3.21,Greene
201901,21.5,4.71,Greene
201902,25.6,2.27,Greene
201903,30.5,1.67,Greene
201904,46.1,4.78,Greene
201905,55.3,4.31,Greene
201906,62.9,3.99,Greene
201907,70.4,3.61,Greene
201908,66.6,3.6,Greene
201909,59.3,1.09,Greene
201910,50,7.03,Greene
201911,33.6,3.87,Greene
201912,27.3,4.62,Greene
202001,28.7,1.91,Greene
202002,29.9,3.11,Greene
202003,38.4,2.46,Greene
202004,41.7,4.09,Greene
202005,54.6,3.7,Greene
202006,64.5,2.68,Greene
202007,72.6,2.76,Greene
202008,68.4,6.78,Greene
202009,59.3,3.49,Greene
202010,50,3.34,Greene
202011,41.7,2.36,Greene
202012,30.6,6.11,Greene
202101,25.2,2.07,Greene
202102,23.6,2.34,Greene
202103,35.1,2.06,Greene
202104,46.6,3.99,Greene
202105,54.7,4.45,Greene
202106,66.3,2.32,Greene
202107,68.1,8.47,Greene
202108,69.4,6.04,Greene
202109,61.8,6.73,Greene
202110,54.8,7.79,Greene
202111,37,2.61,Greene
202112,34.3,2.24,Greene
202201,18.6,1.68,Greene
202202,25.7,3.04,Greene
202203,34.5,2.77,Greene
202204,44.7,6.9,Greene
202205,58.4,2.33,Greene
202206,63.1,2.93,Greene
202207,69.8,1.99,Greene
202208,70.6,3.75,Greene
202209,60.1,5.33,Greene
202210,48.5,4.63,Greene
202211,41.4,2.71,Greene
202212,29.6,4.88,Greene
202301,31.8,3.37,Greene
202302,30.7,1.49,Greene
202303,34.2,3.45,Greene
202304,49.1,3.99,Greene
202305,54,2.46,Greene
202306,62.4,4.2,Greene
202307,70.9,5.7,Greene
202308,65.9,6.31,Greene
202309,61.4,5.71,Greene
202310,53.5,4.12,Greene
202311,36.8,2,Greene
202312,35.2,6.39,Greene
202401,28.2,6.22,Greene
202402,31.4,1,Greene
202403,37.7,6.87,Greene
202404,45.6,4.09,Greene
202405,60.1,3.28,Greene
202406,66.7,3.38,Greene
202407,71.6,2.77,Greene
202408,67.2,6.76,Greene
202409,60.8,1.71,Greene
202410,50.8,1.38,Greene
202411,42.1,3.27,Greene
202412,26.6,3.88,Greene
202501,21.6,1.03,Greene
202502,24.4,2.57,Greene
202503,37.8,2.41,Greene
202504,45.9,3.24,Greene
202505,55.5,7.7,Greene
202506,65.8,4.3,Greene
202507,72.1,2.93,Greene
202508,65.3,3.28,Greene
202509,60.8,3.75,Greene
202510,49.7,3.85,Greene
202511,36.8,2.93,Greene
202512,23.9,3.43,Greene
201601,18.6,2.06,Hamilton
201602,21.8,5.27,Hamilton
201603,31.6,3.41,Hamilton
201604,36.7,3.36,Hamilton
201605,52.2,2.54,Hamilton
201606,59.1,3.96,Hamilton
201607,65.7,3.92,Hamilton
201608,65.8,6.5,Hamilton
201609,58.4,2.13,Hamilton
201610,46.1,4.76,Hamilton
201611,35.8,3.59,Hamilton
201612,22.6,4.13,Hamilton
201701,22.5,3.96,Hamilton
201702,24,4.79,Hamilton
201703,21.4,3.55,Hamilton
201704,43.9,5.39,Hamilton
201705,49.9,7.25,Hamilton
201706,59.2,5.98,Hamilton
201707,63.2,7.57,Hamilton
201708,61.4,4.09,Hamilton
201709,58.4,2.49,Hamilton
201710,50.4,5.07,Hamilton
201711,30.6,3.11,Hamilton
201712,16.8,3.97,Hamilton
201801,13.5,4.83,Hamilton
201802,23.3,3.37,Hamilton
201803,26.1,2.94,Hamilton
201804,32.3,5.72,Hamilton
201805,55.3,2.53,Hamilton
201806,58.5,2.67,Hamilton
201807,67.3,3.59,Hamilton
201808,66.7,3.52,Hamilton
201809,59.1,5.23,Hamilton
201810,42.6,4.58,Hamilton
201811,28,7.36,Hamilton
201812,21.8,4.13,Hamilton
201901,12.8,5.95,Hamilton
201902,17.7,3.75,Hamilton
201903,23.3,2.18,Hamilton
201904,39,6.39,Hamilton
201905,49.9,7.16,Hamilton
201906,59,6.15,Hamilton
201907,66.7,3.54,Hamilton
201908,61.8,4.72,Hamilton
201909,55.1,3.87,Hamilton
201910,45.4,8.5,Hamilton
201911,27.9,5.7,Hamilton
201912,22,4.38,Hamilton
202001,22.4,3.97,Hamilton
202002,20.5,3.52,Hamilton
202003,30.7,3.47,Hamilton
202004,37.3,3.13,Hamilton
202005,50.7,2.95,Hamilton
202006,60.2,3.18,Hamilton
202007,68.2,3.11,Hamilton
202008,64.1,5.57,Hamilton
202009,54.9,3.06,Hamilton
202010,44,3.53,Hamilton
202011,36,3.43,Hamilton
202012,24.7,5.19,Hamilton
202101,18.3,2.7,Hamilton
202102,17.2,2.36,Hamilton
202103,28,2.14,Hamilton
202104,41.6,4.95,Hamilton
202105,51.1,2.14,Hamilton
202106,63,3.92,Hamilton
202107,63,10.73,Hamilton
202108,66.2,6.99,Hamilton
202109,57.2,4.3,Hamilton
202110,50.1,5.39,Hamilton
202111,31.8,3.31,Hamilton
202112,25.9,3.73,Hamilton
202201,9.3,1.65,Hamilton
202202,17.6,5.44,Hamilton
202203,27.4,3.55,Hamilton
202204,39.2,5.83,Hamilton
202205,54.7,3.04,Hamilton
202206,59.2,4.86,Hamilton
202207,64.5,4.15,Hamilton
202208,65.9,4.57,Hamilton
202209,56.2,5.14,Hamilton
202210,45,2.64,Hamilton
202211,36.6,3.9,Hamilton
202212,25,7.04,Hamilton
202301,25.7,4.76,Hamilton
202302,20.8,2.93,Hamilton
202303,27.3,4.15,Hamilton
202304,42.8,4.42,Hamilton
202305,50.3,3.02,Hamilton
202306,59,3.84,Hamilton
202307,66.7,10.39,Hamilton
202308,61.2,6.63,Hamilton
202309,58.1,1.79,Hamilton
202310,48.9,5.1,Hamilton
202311,30.2,3.56,Hamilton
202312,29.9,7.25,Hamilton
202401,22.1,6,Hamilton
202402,25.1,1.08,Hamilton
202403,32.3,5.12,Hamilton
202404,41.2,4.34,Hamilton
202405,56.4,3.5,Hamilton
202406,61.9,5.15,Hamilton
202407,67.4,5.11,Hamilton
202408,63,6.33,Hamilton
202409,58.3,2.51,Hamilton
202410,46,2.02,Hamilton
202411,37.6,3.66,Hamilton
202412,21.6,3.81,Hamilton
202501,15.4,1.98,Hamilton
202502,16.5,4.46,Hamilton
202503,30.6,4.11,Hamilton
202504,39.8,3.75,Hamilton
202505,51.3,5.72,Hamilton
202506,61.9,3.57,Hamilton
202507,67.7,5.13,Hamilton
202508,62.1,2.44,Hamilton
202509,57.2,2.87,Hamilton
202510,46.2,4.1,Hamilton
202511,31.8,3.73,Hamilton
202512,17.2,4.04,Hamilton
201601,20.2,2.38,Herkimer
201602,23.7,4.84,Herkimer
201603,34,2.43,Herkimer
201604,38.7,3.42,Herkimer
201605,54.1,2.5,Herkimer
201606,61.5,4.09,Herkimer
201607,68.1,4.41,Herkimer
201608,68,7.33,Herkimer
201609,60.5,2.68,Herkimer
201610,48.1,6.65,Herkimer
201611,37.3,2.48,Herkimer
201612,24.3,4.86,Herkimer
201701,24,4.25,Herkimer
201702,25.4,3.86,Herkimer
201703,23.4,2.97,Herkimer
201704,45.6,5.78,Herkimer
201705,51.3,7.36,Herkimer
201706,61.2,6.32,Herkimer
201707,65.6,6.85,Herkimer
201708,63.4,3.92,Herkimer
201709,60.4,2.57,Herkimer
201710,52.4,5.87,Herkimer
201711,32.6,3.49,Herkimer
201712,18.6,3.98,Herkimer
201801,14.9,4.13,Herkimer
201802,25,3.63,Herkimer
201803,26.8,3.4,Herkimer
201804,33.8,4.2,Herkimer
201805,57.8,2.76,Herkimer
201806,60.8,3.08,Herkimer
201807,69.4,5.31,Herkimer
201808,68.4,5.41,Herkimer
201809,61.2,5.13,Herkimer
201810,44.5,5.49,Herkimer
201811,29.7,6.55,Herkimer
201812,24.1,3.75,Herkimer
201901,14.7,4.84,Herkimer
201902,19.9,3.76,Herkimer
201903,25.4,2.2,Herkimer
201904,41.2,5.58,Herkimer
201905,51.5,7.27,Herkimer
201906,60.6,5.93,Herkimer
201907,68.5,4.7,Herkimer
201908,64,4.27,Herkimer
201909,57.6,3.96,Herkimer
201910,47.6,8.23,Herkimer
201911,29.6,4.52,Herkimer
201912,23.4,4.58,Herkimer
202001,23.9,3.61,Herkimer
202002,22.5,2.91,Herkimer
202003,33,3.26,Herkimer
202004,38.2,3,Herkimer
202005,52.4,2.98,Herkimer
202006,62.7,2.11,Herkimer
202007,70.7,3.96,Herkimer
202008,66.3,4.96,Herkimer
202009,57.6,2.51,Herkimer
202010,46.3,3.9,Herkimer
202011,38.6,3.5,Herkimer
202012,26.6,4.3,Herkimer
202101,19.6,2.93,Herkimer
202102,18.8,2.2,Herkimer
202103,30.6,1.75,Herkimer
202104,42.7,3.26,Herkimer
202105,52.5,2.96,Herkimer
202106,64.8,4.2,Herkimer
202107,64.9,10.87,Herkimer
202108,67.7,7.03,Herkimer
202109,59,4.42,Herkimer
202110,52.2,7.05,Herkimer
202111,33.8,3.51,Herkimer
202112,28.7,3.64,Herkimer
202201,10.7,2.24,Herkimer
202202,19.7,5.17,Herkimer
202203,29.4,3.96,Herkimer
202204,40.8,5.3,Herkimer
202205,56.8,3.12,Herkimer
202206,61,5.19,Herkimer
202207,66.6,5.27,Herkimer
202208,67,5.54,Herkimer
202209,57.9,5.63,Herkimer
202210,46.7,2.07,Herkimer
202211,38.3,4.78,Herkimer
202212,25.9,6.13,Herkimer
202301,26.6,4.31,Herkimer
202302,23.5,2.81,Herkimer
202303,28.8,3.32,Herkimer
202304,45,4.13,Herkimer
202305,52.1,2.65,Herkimer
202306,61.3,5.01,Herkimer
202307,68.3,6.99,Herkimer
202308,62.9,7.26,Herkimer
202309,59.6,2.13,Herkimer
202310,50.8,5,Herkimer
202311,32.2,3.81,Herkimer
202312,31.6,6.34,Herkimer
202401,23.4,5.02,Herkimer
202402,26.9,1.46,Herkimer
202403,33.7,4.27,Herkimer
202404,43,4.21,Herkimer
202405,58.1,4.59,Herkimer
202406,63.8,6.71,Herkimer
202407,68.8,6.11,Herkimer
202408,64.3,8.17,Herkimer
202409,60.5,2.25,Herkimer
202410,48,2.1,Herkimer
202411,38.4,4.14,Herkimer
202412,23.1,4.61,Herkimer
202501,16.5,3.23,Herkimer
202502,18.2,4.31,Herkimer
202503,32.7,3.31,Herkimer
202504,41.7,3.61,Herkimer
202505,53,6.02,Herkimer
202506,63.8,5.37,Herkimer
202507,69.7,3.9,Herkimer
202508,64.3,2.04,Herkimer
202509,59.4,2.64,Herkimer
202510,47.8,3.81,Herkimer
202511,33.3,5.1,Herkimer
202512,19,4.4,Herkimer
201601,22.3,2.07,Jefferson
201602,23.1,5.37,Jefferson
201603,34.9,2.83,Jefferson
201604,39.8,2.1,Jefferson
201605,55.9,1.76,Jefferson
201606,63.8,3.35,Jefferson
201607,71.1,1.01,Jefferson
201608,72.3,4.54,Jefferson
201609,62.5,2.67,Jefferson
201610,50,6.78,Jefferson
201611,39.9,2.12,Jefferson
201612,27.3,3.49,Jefferson
201701,26.8,3.68,Jefferson
201702,29,2.57,Jefferson
201703,25.8,2.72,Jefferson
201704,47.4,5.05,Jefferson
201705,53.9,6.01,Jefferson
201706,64,5.89,Jefferson
201707,68.1,5.25,Jefferson
201708,66.4,4.03,Jefferson
201709,62.3,2.38,Jefferson
201710,54.6,8.88,Jefferson
201711,35.9,3.83,Jefferson
201712,19.1,3.65,Jefferson
201801,17.2,3.72,Jefferson
201802,27.7,2.86,Jefferson
201803,29.5,2.4,Jefferson
201804,37.2,4.66,Jefferson
201805,59.5,1.87,Jefferson
201806,63.4,3,Jefferson
201807,72.4,3.48,Jefferson
201808,71.3,2.98,Jefferson
201809,63.5,2.58,Jefferson
201810,46.7,4.01,Jefferson
201811,32.5,4.86,Jefferson
201812,26.7,3.95,Jefferson
201901,15.9,4.75,Jefferson
201902,22.1,2.93,Jefferson
201903,27.5,2.63,Jefferson
201904,43,3.54,Jefferson
201905,52.8,5.6,Jefferson
201906,62.7,5.63,Jefferson
201907,71.5,2.64,Jefferson
201908,67,3.31,Jefferson
201909,59.7,3.74,Jefferson
201910,50,7.18,Jefferson
201911,31.5,3.78,Jefferson
201912,25.4,4.38,Jefferson
202001,26.1,4.36,Jefferson
202002,24,2.71,Jefferson
202003,36,3.57,Jefferson
202004,40.9,2.39,Jefferson
202005,53.7,2.58,Jefferson
202006,65.5,1.69,Jefferson
202007,74.2,2.57,Jefferson
202008,68.7,5.23,Jefferson
202009,59.3,1.74,Jefferson
202010,47.8,5.42,Jefferson
202011,42.4,3,Jefferson
202012,29,4.44,Jefferson
202101,21.7,2.76,Jefferson
202102,19,2.3,Jefferson
202103,34.1,2.05,Jefferson
202104,45.8,3.16,Jefferson
202105,54.6,1.75,Jefferson
202106,68,3.1,Jefferson
202107,67.2,8.74,Jefferson
202108,71.4,5.57,Jefferson
202109,61.3,2.95,Jefferson
202110,54.6,6.09,Jefferson
202111,37.3,3.37,Jefferson
202112,31.3,2.97,Jefferson
202201,10.6,2.75,Jefferson
202202,21.5,4.17,Jefferson
202203,31.9,3.36,Jefferson
202204,43.8,4.07,Jefferson
202205,58.8,4.49,Jefferson
202206,64,3.48,Jefferson
202207,69.7,3.5,Jefferson
202208,70.3,4.13,Jefferson
202209,60.4,4.24,Jefferson
202210,49.6,1.87,Jefferson
202211,40.4,5.73,Jefferson
