Date,tavg,pcp,county
201704,48.3,4.94,Schoharie
201705,52.9,5.88,Schoharie
201706,62.4,5.13,Schoharie
201707,67.4,4.18,Schoharie
201708,64.5,3.1,Schoharie
201709,61.4,2.39,Schoharie
201710,53.8,4.57,Schoharie
201711,36.1,1.07,Schoharie
201712,22.2,1.5,Schoharie
201801,19.3,3.01,Schoharie
201802,29.4,3.1,Schoharie
201803,28.9,3.45,Schoharie
201804,36.7,3.31,Schoharie
201805,59.4,2.8,Schoharie
201806,62.5,3.04,Schoharie
201807,70.2,4.01,Schoharie
201808,69.3,8.09,Schoharie
201809,63,6.32,Schoharie
201810,46.4,4.37,Schoharie
201811,32.8,6.09,Schoharie
201812,27.1,2.46,Schoharie
201901,18.6,4.15,Schoharie
201902,24.5,2.27,Schoharie
201903,29.6,1.68,Schoharie
201904,44.9,3.96,Schoharie
201905,54.2,4.89,Schoharie
201906,61.3,3.98,Schoharie
201907,69.1,3.28,Schoharie
201908,65.8,4.18,Schoharie
201909,58.1,1.33,Schoharie
201910,49.3,6.38,Schoharie
201911,32.7,3.82,Schoharie
201912,25.6,3.56,Schoharie
202001,27,1.83,Schoharie
202002,27.8,2.94,Schoharie
202003,37.1,2.52,Schoharie
202004,40.4,3.44,Schoharie
202005,53.9,2.66,Schoharie
202006,63.9,2.7,Schoharie
202007,71.6,3.37,Schoharie
202008,67.6,5.4,Schoharie
202009,58.8,2.95,Schoharie
202010,49.2,3.33,Schoharie
202011,40.7,1.87,Schoharie
202012,30,3.81,Schoharie
202101,23.6,1.68,Schoharie
202102,22.1,2.25,Schoharie
202103,33.6,1.73,Schoharie
202104,45,3.79,Schoharie
202105,53.4,3.88,Schoharie
202106,65.3,2.87,Schoharie
202107,67.2,8.4,Schoharie
202108,68.7,5.27,Schoharie
202109,60.8,5.77,Schoharie
202110,53.8,7.32,Schoharie
202111,35.4,2.41,Schoharie
202112,32.8,2.67,Schoharie
202201,16.5,1.78,Schoharie
202202,24.7,3.13,Schoharie
202203,33.5,3.42,Schoharie
202204,43.4,6.24,Schoharie
202205,58.3,2.08,Schoharie
202206,62.5,3.67,Schoharie
202207,69.1,2.13,Schoharie
202208,69.8,3.39,Schoharie
202209,59.2,5.5,Schoharie
202210,47.7,3.07,Schoharie
202211,40.8,2.74,Schoharie
202212,28.6,4.09,Schoharie
202301,30.3,2.98,Schoharie
202302,29.3,1.33,Schoharie
202303,32.3,2.69,Schoharie
202304,47.8,3.76,Schoharie
202305,53.3,2.01,Schoharie
202306,61.9,3.72,Schoharie
202307,70.1,5.52,Schoharie
202308,65.3,6.31,Schoharie
202309,61.3,4.41,Schoharie
202310,52.6,3.98,Schoharie
202311,35.9,2.17,Schoharie
202312,34,5.15,Schoharie
202401,26.7,4.7,Schoharie
202402,30,1.01,Schoharie
202403,36.2,6.02,Schoharie
202404,44.9,3.81,Schoharie
202405,59.5,3.21,Schoharie
202406,66,3.95,Schoharie
202407,70.9,2.68,Schoharie
202408,66.3,6.54,Schoharie
202409,60.9,1.82,Schoharie
202410,49.5,1.62,Schoharie
202411,40.6,3.47,Schoharie
202412,25.3,3.58,Schoharie
202501,19.9,1.19,Schoharie
202502,22.8,2.46,Schoharie
202503,36.6,2.53,Schoharie
202504,44.4,2.92,Schoharie
202505,54.6,6.55,Schoharie
202506,65.3,4.98,Schoharie
202507,71.3,3.13,Schoharie
202508,64.7,2.95,Schoharie
202509,60,4.09,Schoharie
202510,48.4,3.45,Schoharie
202511,35.7,3.24,Schoharie
202512,22.3,3.19,Schoharie
201601,24.5,1.24,Schuyler
201602,27.7,3.36,Schuyler
201603,39.3,1.25,Schuyler
201604,40.9,2.1,Schuyler
201605,55.7,2.26,Schuyler
201606,64.5,1.71,Schuyler
201607,71,2.18,Schuyler
201608,71.8,4.25,Schuyler
201609,63.9,2,Schuyler
201610,51.1,7.73,Schuyler
201611,41.5,1.25,Schuyler
201612,28.4,2.4,Schuyler
201701,29.2,2.43,Schuyler
201702,33.4,2.35,Schuyler
201703,30.3,2.74,Schuyler
201704,49.9,4.08,Schuyler
201705,54.8,5.15,Schuyler
201706,64.9,3.7,Schuyler
201707,68.8,5.39,Schuyler
201708,65.8,2.6,Schuyler
201709,62.4,2.32,Schuyler
201710,55,5.72,Schuyler
201711,37.2,1.76,Schuyler
201712,24.9,1.14,Schuyler
201801,19.6,2.28,Schuyler
201802,30.7,1.92,Schuyler
201803,30.1,2.18,Schuyler
201804,38.8,1.96,Schuyler
201805,61.5,2.73,Schuyler
201806,64.2,2.68,Schuyler
201807,70.8,6.48,Schuyler
201808,70.4,6.39,Schuyler
201809,64.7,6.35,Schuyler
201810,49.1,4.19,Schuyler
201811,34.2,3.88,Schuyler
201812,31,2.76,Schuyler
201901,21.3,2.53,Schuyler
201902,26.5,1.87,Schuyler
201903,30.7,1.26,Schuyler
201904,45.3,3.08,Schuyler
201905,55.7,4.3,Schuyler
201906,63.4,4.6,Schuyler
201907,71.3,4.27,Schuyler
201908,66.9,3.67,Schuyler
201909,61.6,1.93,Schuyler
201910,50.9,5.68,Schuyler
201911,34.2,1.9,Schuyler
201912,28.2,3.31,Schuyler
202001,29.3,1.92,Schuyler
202002,27.7,2.8,Schuyler
202003,38.4,2.17,Schuyler
202004,41,3.21,Schuyler
202005,54.4,3.44,Schuyler
202006,65.5,1.93,Schuyler
202007,73.2,3.67,Schuyler
202008,69.7,3.17,Schuyler
202009,60.2,1.7,Schuyler
202010,50.1,3.51,Schuyler
202011,42.7,2.01,Schuyler
202012,30,4.09,Schuyler
202101,26.4,1.42,Schuyler
202102,22.7,1.8,Schuyler
202103,36.8,1.12,Schuyler
202104,45.6,4.03,Schuyler
202105,55.2,3.74,Schuyler
202106,67.8,3.45,Schuyler
202107,68.3,7.31,Schuyler
202108,70.8,6.32,Schuyler
202109,62.6,4.14,Schuyler
202110,55.9,7.64,Schuyler
202111,37.6,1.7,Schuyler
202112,34.2,2.16,Schuyler
202201,17.4,1.63,Schuyler
202202,24.4,2.96,Schuyler
202203,35.5,2.75,Schuyler
202204,44.6,2.37,Schuyler
202205,58.7,2.44,Schuyler
202206,64.6,3.12,Schuyler
202207,69.8,2.29,Schuyler
202208,69.9,4.25,Schuyler
202209,61.3,4.92,Schuyler
202210,49,0.61,Schuyler
202211,41.6,3.68,Schuyler
202212,28.8,2.63,Schuyler
202301,32.8,3.33,Schuyler
202302,31.1,1.55,Schuyler
202303,34,2.44,Schuyler
202304,48.9,3.52,Schuyler
202305,53.7,1.7,Schuyler
202306,63.3,4.57,Schuyler
202307,70.7,5.34,Schuyler
202308,65.6,5.04,Schuyler
202309,61.2,2.07,Schuyler
202310,52.8,2.55,Schuyler
202311,37.4,1.3,Schuyler
202312,36,4.69,Schuyler
202401,27.9,3.88,Schuyler
202402,32.1,1.11,Schuyler
202403,38.4,2.8,Schuyler
202404,46.8,3.94,Schuyler
202405,60.7,2.97,Schuyler
202406,66.9,4.61,Schuyler
202407,71.1,2.96,Schuyler
202408,67.3,5.41,Schuyler
202409,62.7,2.07,Schuyler
202410,50.4,1.62,Schuyler
202411,41.9,2.56,Schuyler
202412,28.2,2.13,Schuyler
202501,21.5,0.7,Schuyler
202502,24.9,2.5,Schuyler
202503,38.9,1.46,Schuyler
202504,46.4,3.1,Schuyler
202505,55.5,5.64,Schuyler
202506,67.6,4.11,Schuyler
202507,72,3,Schuyler
202508,66.5,2.57,Schuyler
202509,61.8,2.1,Schuyler
202510,50.1,3.82,Schuyler
202511,38,1.82,Schuyler
202512,24.6,1.61,Schuyler
201601,25.9,1.3,Seneca
201602,28.5,3.78,Seneca
201603,39.3,1.55,Seneca
201604,41.3,1.67,Seneca
201605,56.8,2.81,Seneca
201606,65.7,1.35,Seneca
201607,72.4,1.75,Seneca
201608,73.5,3.01,Seneca
201609,65,2.96,Seneca
201610,52.3,7.93,Seneca
201611,42.6,1.95,Seneca
201612,29.5,2.57,Seneca
201701,30.6,2.51,Seneca
201702,34.4,2.43,Seneca
201703,30.7,2.99,Seneca
201704,50.2,4.85,Seneca
201705,55.1,4.92,Seneca
201706,65.8,3.37,Seneca
201707,69.7,6.37,Seneca
201708,67.2,2.56,Seneca
201709,63.5,2.35,Seneca
201710,56.4,5.78,Seneca
201711,38,2.63,Seneca
201712,25.6,1.55,Seneca
201801,21.3,2.95,Seneca
201802,32,1.93,Seneca
201803,30.8,2.53,Seneca
201804,39,2.35,Seneca
201805,62.1,2.23,Seneca
201806,65.1,2.65,Seneca
201807,72.4,4.75,Seneca
201808,71.4,4.97,Seneca
201809,64.8,3.46,Seneca
201810,49.4,4.29,Seneca
201811,34.7,4.33,Seneca
201812,31.4,2.66,Seneca
201901,22,2.86,Seneca
201902,26.8,2.04,Seneca
201903,31.4,0.99,Seneca
201904,45.2,2.69,Seneca
201905,55.2,4.63,Seneca
201906,64.2,4.88,Seneca
201907,72.3,4.18,Seneca
201908,67.9,4.08,Seneca
201909,62.2,2.56,Seneca
201910,51.3,5.07,Seneca
201911,35.1,2.05,Seneca
201912,29.7,3.33,Seneca
202001,30.1,2.32,Seneca
202002,28.2,2.88,Seneca
202003,39.3,2.17,Seneca
202004,41.7,2.06,Seneca
202005,55.5,3.09,Seneca
202006,67.2,1.7,Seneca
202007,74.7,4.77,Seneca
202008,70.7,2.55,Seneca
202009,61.5,1.79,Seneca
202010,51,3.34,Seneca
202011,44.7,1.59,Seneca
202012,31.8,3.39,Seneca
202101,27.1,1.6,Seneca
202102,23.2,1.94,Seneca
202103,37.8,0.94,Seneca
202104,46.4,3.08,Seneca
202105,56.2,3.05,Seneca
202106,69.2,3.28,Seneca
202107,68.9,6.56,Seneca
202108,72,6.74,Seneca
202109,63.6,3.48,Seneca
202110,56.6,7.97,Seneca
202111,39.4,2.04,Seneca
202112,35.6,2.09,Seneca
202201,19,2,Seneca
202202,25.8,3.02,Seneca
202203,36.2,2.82,Seneca
202204,45.3,2.53,Seneca
202205,59.7,2.8,Seneca
202206,66.1,3.95,Seneca
202207,71.3,2.58,Seneca
202208,71,4.16,Seneca
202209,61.9,4.75,Seneca
202210,50.4,0.66,Seneca
202211,43.1,3.32,Seneca
202212,30.2,2.64,Seneca
202301,33,3.38,Seneca
202302,31.3,1.4,Seneca
202303,34.3,2.91,Seneca
202304,49.5,4.15,Seneca
202305,54.4,2.15,Seneca
202306,64.5,5.45,Seneca
202307,71.6,4.93,Seneca
202308,66.8,3.54,Seneca
202309,62.3,2.66,Seneca
202310,54,2.72,Seneca
202311,38.4,1.7,Seneca
202312,37.6,4.41,Seneca
202401,28.9,3.81,Seneca
202402,33.2,0.84,Seneca
202403,39.1,2.41,Seneca
202404,47.2,3.66,Seneca
202405,61.2,2.84,Seneca
202406,67.8,4.28,Seneca
202407,71.8,3.16,Seneca
202408,68.4,5.64,Seneca
202409,64.1,3.01,Seneca
202410,52.2,1.89,Seneca
202411,43.4,2.98,Seneca
202412,30,2.39,Seneca
202501,22.8,0.79,Seneca
202502,25,2.43,Seneca
202503,39.6,1.29,Seneca
202504,46.8,3.14,Seneca
202505,55.7,5.65,Seneca
202506,68.5,3.54,Seneca
202507,73.3,2.68,Seneca
202508,68.2,2.61,Seneca
202509,62.7,1.29,Seneca
202510,51.3,3.28,Seneca
202511,38.9,2.26,Seneca
202512,26.3,2.07,Seneca
201601,24.3,1.28,Steuben
201602,28,3.43,Steuben
201603,39.1,1.42,Steuben
201604,41,2.34,Steuben
201605,55.1,2.21,Steuben
201606,64.1,2.43,Steuben
201607,70.2,1.87,Steuben
201608,71,4.08,Steuben
201609,62.9,2.36,Steuben
201610,50.8,7.69,Steuben
201611,41,1.2,Steuben
201612,28.2,2.85,Steuben
201701,28.9,2.95,Steuben
201702,33.1,2.69,Steuben
201703,30.3,2.7,Steuben
201704,49.6,4.02,Steuben
201705,54.3,4.93,Steuben
201706,64.3,3.87,Steuben
201707,67.9,4.63,Steuben
201708,65,2.44,Steuben
201709,61.1,2.46,Steuben
201710,54,5.49,Steuben
201711,36.5,2.34,Steuben
201712,24.6,1.56,Steuben
201801,19.7,2.74,Steuben
201802,30.8,2.24,Steuben
201803,29.9,2.54,Steuben
201804,38.3,2.58,Steuben
201805,61,3.03,Steuben
201806,63.4,3.07,Steuben
201807,69.5,6.98,Steuben
201808,69.4,6.12,Steuben
201809,64.2,6.36,Steuben
201810,48.7,4.77,Steuben
201811,34,4.07,Steuben
201812,31.2,2.68,Steuben
201901,21.5,2.83,Steuben
201902,26.6,2.18,Steuben
201903,30.5,1.42,Steuben
201904,45.5,3.59,Steuben
201905,55.7,4.21,Steuben
201906,62.8,5.01,Steuben
201907,70.6,4.12,Steuben
201908,66.4,3.85,Steuben
201909,61.4,2.6,Steuben
201910,50.7,4.49,Steuben
201911,33.9,2.41,Steuben
201912,28.4,2.98,Steuben
202001,29.2,1.73,Steuben
202002,27.6,3.04,Steuben
202003,38.4,2.4,Steuben
202004,40.9,2.88,Steuben
202005,53.9,3.8,Steuben
202006,65.1,2.36,Steuben
202007,72.5,3.8,Steuben
202008,69.1,2.47,Steuben
202009,59.7,1.97,Steuben
202010,49.4,3.4,Steuben
202011,42.8,1.84,Steuben
202012,29.6,3.55,Steuben
202101,26.4,1.31,Steuben
202102,22.4,1.82,Steuben
202103,36.9,1.13,Steuben
202104,45.9,3.86,Steuben
202105,54.7,3.64,Steuben
202106,67,3.2,Steuben
202107,67.9,7.89,Steuben
202108,70.3,5.98,Steuben
202109,61.9,4.7,Steuben
202110,55.6,6.88,Steuben
202111,37.5,1.85,Steuben
202112,34.2,1.96,Steuben
202201,17.3,1.93,Steuben
202202,24.3,3.21,Steuben
202203,35.2,2.45,Steuben
202204,44.5,2.3,Steuben
202205,58.2,2.57,Steuben
202206,64.5,2.95,Steuben
202207,69.2,2.49,Steuben
202208,69.4,3.48,Steuben
202209,60.8,4.79,Steuben
202210,48.3,0.66,Steuben
202211,41.1,3.73,Steuben
202212,28.7,2.31,Steuben
202301,32.8,3.16,Steuben
202302,31.3,1.7,Steuben
202303,33.6,2.61,Steuben
202304,49,2.72,Steuben
202305,53.5,1.88,Steuben
202306,62.9,3.19,Steuben
202307,70.2,4.45,Steuben
202308,65.7,4.61,Steuben
202309,60.9,2.61,Steuben
202310,52.4,2.59,Steuben
202311,37.6,1.45,Steuben
202312,36.1,3.75,Steuben
202401,27.9,3.99,Steuben
202402,32.6,1.19,Steuben
202403,38.6,2.31,Steuben
202404,47.6,4.08,Steuben
202405,60.8,3.28,Steuben
202406,66.9,4.24,Steuben
202407,70.6,2.9,Steuben
202408,67,5.06,Steuben
202409,62.5,2.62,Steuben
202410,50.4,1.67,Steuben
202411,42.2,2.51,Steuben
202412,28.4,1.97,Steuben
202501,21,0.8,Steuben
202502,25,2.53,Steuben
202503,39,1.6,Steuben
202504,46.6,3.21,Steuben
202505,55.4,5.6,Steuben
202506,67.5,4.23,Steuben
202507,72,2.51,Steuben
202508,65.4,2.68,Steuben
202509,61,1.68,Steuben
202510,49.8,3.9,Steuben
202511,37.6,2.17,Steuben
202512,24.5,1.84,Steuben
201601,33,2.66,Suffolk
201602,35.3,3.74,Suffolk
201603,44.9,2.53,Suffolk
201604,48,2.64,Suffolk
201605,57.8,3.21,Suffolk
201606,68,1.39,Suffolk
201607,75.4,3.55,Suffolk
201608,76.2,1.62,Suffolk
201609,68.6,3.03,Suffolk
201610,57.2,3.59,Suffolk
201611,47.5,2.93,Suffolk
201612,37.1,3.44,Suffolk
201701,36.4,3.78,Suffolk
201702,37.9,1.46,Suffolk
201703,37,5.14,Suffolk
201704,52.8,4.21,Suffolk
201705,57.9,4.46,Suffolk
201706,68.1,3.51,Suffolk
201707,73.5,2.26,Suffolk
201708,71.3,3.44,Suffolk
201709,68,3.02,Suffolk
201710,61.3,6.79,Suffolk
201711,45.4,2.4,Suffolk
201712,33.5,2.05,Suffolk
201801,29.4,3.42,Suffolk
201802,38.7,5.36,Suffolk
201803,38.5,4.73,Suffolk
201804,45.3,3.82,Suffolk
201805,61.8,3.09,Suffolk
201806,67.1,3.19,Suffolk
201807,74.5,3.84,Suffolk
201808,76,5.84,Suffolk
201809,69.1,5.53,Suffolk
201810,56,6.09,Suffolk
201811,43.4,8.74,Suffolk
201812,37.8,5.92,Suffolk
201901,31.6,4.89,Suffolk
201902,33.8,3.26,Suffolk
201903,38.1,3.12,Suffolk
201904,50.8,6.13,Suffolk
201905,58.2,5.1,Suffolk
201906,67.8,4.31,Suffolk
201907,76.4,3.9,Suffolk
201908,72.8,3.47,Suffolk
201909,66.3,0.96,Suffolk
201910,57.3,6.32,Suffolk
201911,41.9,2.18,Suffolk
201912,36.6,7.26,Suffolk
202001,37,1.9,Suffolk
202002,37.4,3.32,Suffolk
202003,44,3.91,Suffolk
202004,45.8,4.43,Suffolk
202005,56.5,1.65,Suffolk
202006,69,2.14,Suffolk
202007,76.7,3.68,Suffolk
202008,74.3,2.9,Suffolk
202009,66.1,2.67,Suffolk
202010,56.5,5.44,Suffolk
202011,48.6,5.04,Suffolk
202012,37.5,5.7,Suffolk
202101,33,2.26,Suffolk
202102,32.1,3.87,Suffolk
202103,41.7,3.24,Suffolk
202104,50,3.68,Suffolk
202105,58.4,4.81,Suffolk
202106,69.6,1.67,Suffolk
202107,73.4,5.47,Suffolk
202108,74.6,4.6,Suffolk
202109,68.5,5.13,Suffolk
202110,60.5,6.25,Suffolk
202111,44.2,1.18,Suffolk
202112,41.3,1.52,Suffolk
202201,29.3,3.4,Suffolk
202202,34.2,3.57,Suffolk
202203,41.8,3.42,Suffolk
202204,48.9,3.32,Suffolk
202205,60.5,3.14,Suffolk
202206,67.5,3.28,Suffolk
202207,75.7,1.12,Suffolk
202208,76.2,1.09,Suffolk
202209,66.9,3.11,Suffolk
202210,55.6,5.51,Suffolk
202211,48.2,2.37,Suffolk
202212,37.1,4.38,Suffolk
202301,40.9,5.3,Suffolk
202302,37.4,1.49,Suffolk
202303,41,3.68,Suffolk
202304,52.2,3.8,Suffolk
202305,57.7,1.97,Suffolk
202306,66.2,1.89,Suffolk
202307,76,5.81,Suffolk
202308,72,5.71,Suffolk
202309,67.9,5.79,Suffolk
202310,58.2,2.44,Suffolk
202311,43.6,1.9,Suffolk
202312,42.1,7.67,Suffolk
202401,34.6,6.79,Suffolk
202402,35.7,2.04,Suffolk
202403,44.6,8.68,Suffolk
202404,49.5,3.78,Suffolk
202405,59.9,4.76,Suffolk
202406,70.8,3.23,Suffolk
202407,75.6,3.32,Suffolk
202408,72.4,6.4,Suffolk
202409,65.9,0.37,Suffolk
202410,57.5,0.2,Suffolk
202411,49.2,3.02,Suffolk
202412,36.2,6.07,Suffolk
202501,30.3,0.87,Suffolk
202502,33.3,3.06,Suffolk
202503,43.8,3.75,Suffolk
202504,51.3,2.19,Suffolk
202505,59.6,5.93,Suffolk
202506,70.2,1.78,Suffolk
202507,76.5,3.78,Suffolk
202508,70.8,1.42,Suffolk
202509,67.3,1.79,Suffolk
202510,57.2,4.94,Suffolk
202511,45.3,2.12,Suffolk
202512,33.4,2.83,Suffolk
201601,24.8,1.75,Sullivan
201602,28.4,4.34,Sullivan
201603,40.2,1.45,Sullivan
201604,43.9,2.43,Sullivan
201605,55.1,3.54,Sullivan
201606,64.2,3.62,Sullivan
201607,70.2,5.39,Sullivan
201608,70.1,4.84,Sullivan
201609,63.1,1.57,Sullivan
201610,50,2.85,Sullivan
201611,40.5,3.19,Sullivan
201612,28.2,4.46,Sullivan
201701,29.1,3.46,Sullivan
201702,31.7,2.54,Sullivan
201703,30,4.13,Sullivan
201704,50.2,5.56,Sullivan
201705,53.9,4.58,Sullivan
201706,63.9,3.64,Sullivan
201707,69,4.96,Sullivan
201708,65.3,4.21,Sullivan
201709,62.7,2.69,Sullivan
201710,54.8,6.61,Sullivan
201711,37.4,1.53,Sullivan
201712,25.2,1.91,Sullivan
201801,20.8,3.9,Sullivan
201802,30.5,5.03,Sullivan
201803,31.4,3.73,Sullivan
201804,39.4,4.11,Sullivan
201805,59.3,4.04,Sullivan
201806,63.6,2.77,Sullivan
201807,70.8,7.26,Sullivan
201808,71.1,7.34,Sullivan
201809,63.7,8.02,Sullivan
201810,49.1,6.01,Sullivan
201811,34.9,8.28,Sullivan
201812,30,4.09,Sullivan
201901,22.6,5.78,Sullivan
201902,26.9,2.58,Sullivan
201903,31.2,2.57,Sullivan
201904,47.5,6.11,Sullivan
201905,55.9,6.35,Sullivan
201906,63.4,5.03,Sullivan
201907,71.2,3.8,Sullivan
201908,66.6,4.33,Sullivan
201909,61.5,1.57,Sullivan
201910,50.9,6.76,Sullivan
201911,34.4,3.1,Sullivan
201912,27.8,4.18,Sullivan
202001,29.4,2.23,Sullivan
202002,30.6,2.98,Sullivan
202003,38.8,3.52,Sullivan
202004,41.8,4,Sullivan
202005,54.2,3.81,Sullivan
202006,64.8,4.02,Sullivan
202007,72.4,5.71,Sullivan
202008,68.7,7.05,Sullivan
202009,59.7,3.72,Sullivan
202010,49.8,3.56,Sullivan
202011,42.4,3.26,Sullivan
202012,30.9,5.32,Sullivan
202101,25.4,1.97,Sullivan
202102,24,3.92,Sullivan
202103,35.9,2.81,Sullivan
202104,46.5,2.9,Sullivan
202105,54.8,5.52,Sullivan
202106,66,2.56,Sullivan
202107,68.8,9.37,Sullivan
202108,69.9,5.95,Sullivan
202109,61.5,9.16,Sullivan
202110,55.1,7.72,Sullivan
202111,37.4,2.75,Sullivan
202112,34.1,1.96,Sullivan
202201,19.2,2.11,Sullivan
202202,26.4,4.2,Sullivan
202203,35.2,2.62,Sullivan
202204,44.6,7.35,Sullivan
202205,58.3,3.84,Sullivan
202206,62.4,4.8,Sullivan
202207,70.4,2.03,Sullivan
202208,71.1,2.65,Sullivan
202209,60.5,7.36,Sullivan
202210,48.6,4.72,Sullivan
202211,41.2,3.38,Sullivan
202212,28.9,5.21,Sullivan
202301,34,3.97,Sullivan
202302,30.5,1.43,Sullivan
202303,34.6,3.02,Sullivan
202304,49.2,4.21,Sullivan
202305,53.9,2.37,Sullivan
202306,62.4,4.39,Sullivan
202307,71,9.13,Sullivan
202308,65.8,7.59,Sullivan
202309,61.3,6.39,Sullivan
202310,53.4,3.67,Sullivan
202311,36.9,2.21,Sullivan
202312,35.4,6.97,Sullivan
202401,28,6.37,Sullivan
202402,30.9,1.6,Sullivan
202403,39.3,6.3,Sullivan
202404,46.4,4.7,Sullivan
202405,59.2,5.56,Sullivan
202406,66,3.06,Sullivan
202407,71.5,3.85,Sullivan
202408,67.1,7.29,Sullivan
202409,60.6,1.76,Sullivan
202410,51,0.93,Sullivan
202411,42.9,2.95,Sullivan
202412,26.6,4.53,Sullivan
202501,20.8,1.03,Sullivan
202502,24.6,2.73,Sullivan
202503,38.5,2.79,Sullivan
202504,46.6,3.73,Sullivan
202505,55.9,9.53,Sullivan
202506,66.3,4.87,Sullivan
202507,72.6,3.49,Sullivan
202508,65.6,3.22,Sullivan
202509,60.8,3.23,Sullivan
202510,50.3,3.78,Sullivan
202511,37.6,2.48,Sullivan
202512,24,2.7,Sullivan
201601,24.5,1.58,Tioga
201602,28.2,4.21,Tioga
201603,39.8,1.47,Tioga
201604,41.8,2.48,Tioga
201605,55.5,2.43,Tioga
201606,65.1,2.38,Tioga
201607,71.6,2.28,Tioga
201608,71.2,4.19,Tioga
201609,63.3,1.7,Tioga
201610,50.8,6.28,Tioga
201611,41,1.65,Tioga
201612,28.6,3.03,Tioga
201701,28.7,3.35,Tioga
201702,32.8,2.05,Tioga
201703,29.7,4.13,Tioga
201704,50.3,5.05,Tioga
201705,54.5,5.68,Tioga
201706,64.5,4.34,Tioga
201707,68.9,6,Tioga
201708,65.3,3.06,Tioga
201709,62,1.51,Tioga
201710,54.7,5.62,Tioga
201711,37.2,1.72,Tioga
201712,25.2,1.23,Tioga
201801,20.4,2.86,Tioga
201802,31.1,2.77,Tioga
201803,29.7,3.06,Tioga
201804,39.1,2.15,Tioga
201805,61.2,4.08,Tioga
201806,64.4,3.23,Tioga
201807,70.7,6.59,Tioga
201808,70.2,8.28,Tioga
201809,64.2,8.45,Tioga
201810,48.5,4.89,Tioga
201811,33.8,5.23,Tioga
201812,30.7,2.54,Tioga
201901,21.3,3.82,Tioga
201902,26.8,2.08,Tioga
201903,30.9,1.65,Tioga
201904,46.1,3.88,Tioga
201905,55.7,5.19,Tioga
201906,63.5,5.07,Tioga
201907,71.6,3.87,Tioga
201908,66.8,4.38,Tioga
201909,61.2,1.58,Tioga
201910,50.6,6.94,Tioga
201911,33.8,2.7,Tioga
201912,28.5,3.64,Tioga
202001,29.2,2.11,Tioga
202002,29.1,3.26,Tioga
202003,38.4,2.12,Tioga
202004,40.9,2.98,Tioga
202005,54.3,3.84,Tioga
202006,65.2,2.59,Tioga
202007,73.8,3.21,Tioga
202008,69.5,3.83,Tioga
202009,60.2,1.92,Tioga
202010,49.8,3.94,Tioga
202011,42.4,2.87,Tioga
202012,30.6,4.6,Tioga
202101,25.9,2.11,Tioga
202102,23.3,2.7,Tioga
202103,36.5,1.6,Tioga
202104,45.4,3.88,Tioga
202105,55,4.59,Tioga
202106,67.9,3.55,Tioga
202107,68.8,7.94,Tioga
202108,70.7,5.62,Tioga
202109,62.1,4.83,Tioga
202110,55.8,6.94,Tioga
202111,37.1,2.49,Tioga
202112,34.5,2.53,Tioga
202201,17.6,1.66,Tioga
202202,25.3,3.2,Tioga
202203,35.4,3.34,Tioga
202204,44.3,3.55,Tioga
202205,58.7,2.52,Tioga
202206,64.2,4.15,Tioga
202207,70.3,2.54,Tioga
202208,69.9,3.43,Tioga
202209,60.6,6.34,Tioga
202210,48.5,1.33,Tioga
202211,41.2,4.09,Tioga
202212,28.7,3.45,Tioga
202301,32.7,3.57,Tioga
202302,31.2,1.69,Tioga
202303,34.2,2.52,Tioga
202304,49.4,3.07,Tioga
202305,53.8,1.9,Tioga
202306,63.9,4.99,Tioga
202307,71.3,5.81,Tioga
202308,65.6,6.39,Tioga
202309,61.4,2.68,Tioga
202310,53,3.92,Tioga
202311,37,1.37,Tioga
202312,36,5.91,Tioga
202401,27.9,4.74,Tioga
202402,32,1.57,Tioga
202403,38.7,3.81,Tioga
202404,46.6,4.38,Tioga
202405,60.8,3.55,Tioga
202406,67.2,3.78,Tioga
202407,71.8,4.66,Tioga
202408,67,5.53,Tioga
202409,62,2.15,Tioga
202410,50.2,1.49,Tioga
202411,41.4,3.41,Tioga
202412,27.6,2.84,Tioga
202501,21.3,1.25,Tioga
202502,24.9,2.84,Tioga
202503,39.5,2.12,Tioga
202504,46.4,3.03,Tioga
202505,55.3,5.96,Tioga
202506,67.2,4.52,Tioga
202507,72.5,3.42,Tioga
202508,65.9,2.73,Tioga
202509,61.6,1.96,Tioga
202510,49.2,4.77,Tioga
202511,37.6,2.08,Tioga
202512,24.5,2.28,Tioga
201601,23.8,1.74,Tompkins
201602,27.6,3.94,Tompkins
201603,38.7,1.55,Tompkins
201604,40.5,2.63,Tompkins
201605,55.3,2.04,Tompkins
201606,64,1.47,Tompkins
201607,70.8,1.93,Tompkins
201608,71.4,4.22,Tompkins
201609,63.1,2.32,Tompkins
201610,50.8,6.87,Tompkins
201611,40.6,1.83,Tompkins
201612,27.9,2.82,Tompkins
201701,28.5,2.92,Tompkins
201702,33,2.12,Tompkins
201703,29,3.53,Tompkins
201704,49.3,4.92,Tompkins
201705,54.2,5.09,Tompkins
201706,64.2,4.29,Tompkins
201707,68.6,6.39,Tompkins
201708,65.2,2.43,Tompkins
201709,61.6,2.27,Tompkins
201710,54.8,6.6,Tompkins
201711,36.7,2.14,Tompkins
201712,24.5,1.44,Tompkins
201801,19.3,2.66,Tompkins
201802,30.5,2.26,Tompkins
201803,29.3,3.22,Tompkins
201804,38.2,2.07,Tompkins
201805,60.6,3.88,Tompkins
